hotel_id,city,province,name,address,postalcode
1370,Plymouth Meeting,PA,Courtyard Philadelphia Plymouth Meeting,651 Fountain Rd,19462
1371,Pocomoke City,MD,Econo Lodge,825 Ocean Hwy,21851
1372,Poplar Bluff,MO,Comfort Inn,2582 N Westwood Blvd,63901
1373,Port Allegany,PA,Port Motel,730 N Main St,16743
1374,Port Allen,LA,Ramada Limited - Port Allen,722 Lobdell Hwy,70767
1375,Port Aransas,TX,Americas Best Value Inn - Corpus Christi/Port Aransas,306 S Alister St,78373
1376,Port Aransas,TX,Tarpon Inn,200 E Cotter Ave,78373
1377,Port Arthur,TX,Suburban Extended Stay Hotel,6900 Memorial Blvd,77642
1378,Port Clyde,ME,Ocean House Hotel,870 Port Clyde Rd,4855
1379,Port Richey,FL,Holiday Inn Express & Suites Port Richey,10619 Us 19,34668
1380,Port Royal,SC,Super 8 Port Royal/beaufort,1360 Ribaut Rd,29935
1381,Portage,IN,Best Western Plus-portage Hotel & Suites,6200 US Highway 20,46368
1382,Portage,WI,Days Inn Portage,N5781 State Road 78,53901
1383,Portland,OR,Holiday Inn Express & Suites Portland-Jantzen Beach,2300 N Hayden Island Dr,97217
1384,Portland,OR,Hotel Rose,50 SW Morrison St,97204
1385,Portland,OR,McMenamins Kennedy School,5736 NE 33rd Ave,97211
1386,Portland,ME,Portland Harbor Hotel,468 Fore St,4101
1387,Portland,ME,Portland Regency Hotel & Spa,20 Milk St,4101
1388,Portland,OR,Radisson Hotel-Portland Airport,6233 Ne 78th Ct,97218
1389,Portland,OR,Sheraton Portland Airport Hotel,8235 Northeast Airport Way,97220
1390,Portland,OR,The Benson Hotel,309 SW Broadway,97205
1391,Portland,ME,"The Press Hotel, Autograph Collection",119 Exchange St,4101
1392,Portland,OR,Viking Motel,6701 N Interstate Ave,97217
1393,Portsmouth,OH,Quality Inn Suites,5100 Old Scioto Trl,45662
1394,Post Falls,ID,Silverstone Inn & Suites,3647 W 5th Ave,83854
1395,Prairie du Chien,WI,"Country Inn & Suites By Carlson, Prairie du Chien",1801 Cabelas Ln,53821-8739
1396,Prairie du Chien,WI,Microtel Inn Suites by Wyndham Prairie du Chien,1833 S Marquette Rd,53821
1397,Prairieville,LA,Royal Motel,17797 Airline Hwy,70769
1398,Prescott,AZ,Quality Inn,1105 E Sheldon St,86301
1399,Prescott,AZ,The Grand Highland Hotel,154 S Montezuma St,86303
1400,Prince Frederick,MD,Holiday Inn Express Prince Frederick,355 Merrimac Ct,20678
1401,Princeton,WV,"Country Inn Suites By Carlson, Princeton, WV",111 Halls Ridge Rd,24739
1402,Princeton,IL,Days Inn Princeton,2238 N Main St,61356
1403,Prosser,WA,Barn Motor Inn,490 Wine Country Rd,99350
1404,Pryor,OK,Americas Best Value Inn Pryor,123 S Mill St,74361
1405,Pueblo,CO,Baymont Inn & Suites Pueblo,3626 N Freeway Rd,81008-1033
1406,Pullman,WA,Cougar Land Motel,150 W Main St,99163
1407,Punta Gorda,FL,Four Points by Sheraton Punta Gorda Harborside,33 Tamiami Trl,33950
1408,Puyallup,WA,Crossland Economy Studios Tacoma - Puyallup,2101 N Meridian,98371
1409,Radford,VA,Best Western Radford Inn,1501 Tyler Ave,24141
1410,Rahway,NJ,Best Western Riverview Inn & Suites,1747 Paterson St,7065
1411,Raleigh,NC,Americas Best Value Inn-north Capital,3401 Capital Blvd,27604
1412,Ramsey,NJ,Holiday Inn Express Ramsey-Mahwah,946 State Rt 17,7446
1413,Rancho Cucamonga,CA,Best Western Plus Heritage Inn Rancho Cucamonga/Ontario,8179 Spruce Ave,91730
1414,Rancho Santa Fe,CA,Rancho Valencia Resort Spa,5921 Valencia Cir,92067
1415,Random Lake,WI,Wisconsin -Aire Motel,N535 State Highway 57,53075
1416,Rantoul,IL,Magnuson Hotel Heritage Inn,420 S Murray Rd,61866
1417,Raton,NM,Best Western Plus Raton Hotel,473 Clayton Rd,87740
1418,Raton,NM,Quality Inn,533 Clayton Rd,87740
1419,Rawlins,WY,Rodeway Inn,1500 W Spruce St,82301
1420,Raynham,MA,Quality Inn,164 New State Hwy,2767
1421,Reading,PA,Days Inn Reading Wyomissing,910 Woodland Rd,19610
1422,Reading,PA,Doubletree by Hilton Hotel Reading,701 Penn Street,19601
1423,Red Bluff,CA,Gateway Inn,250 S Main St,96080
1424,Red Feather Lakes,CO,Ramona Lake Cabins,1078 Ramona Dr,80545
1425,Red Oak,TX,Comfort Inn Suites,404 N Interstate 35 Rd,75154
1426,Red River,NM,Lifts West Condominium Hotel,201 W Main St,87558
1427,Red River,NM,Ponderosa Lodge,200 W Main St,87558
1428,Red River,NM,Terrace Towers Lodge,712 W Main St,87558
1429,Redding,CA,Motel 6,1640 Hilltop Dr,96002
1430,Redding,CA,Oxford Suites Redding,1967 Hilltop Dr,96002
1431,Redmond,OR,Best Western Plus Rama Inn,2630 SW 17th Pl,97756
1432,Redmond,OR,Comfort Suites Redmond Airport,2243 SW Yew Ave,97756
1433,Rensselaer,IN,Comfort Suites,8928 W State Road 114,47978
1434,Renton,WA,Larkspur Landing Renton,1701 E Valley Rd,98057
1435,Republic,WA,Klondike Motel,150 N Clark St,99166
1436,Reynoldsburg,OH,Days Inn Columbus East,2100 Brice Rd,43068
1437,Rhinelander,WI,Kafka's Resort,4281 W Lake George Rd,54501
1438,Rialto,CA,Americas Best Value Inn-rialto,425 W Foothill Blvd,92376
1439,Richardson,TX,Residence Inn Dallas Richardson,1040 Waterwood Dr,75082
1440,Richford,VT,Grey Gables Mansion,122 River St,5476
1441,Richland,WA,Courtyard Richland Columbia Point,480 Columbia Point Dr,99352-4373
1442,Richmond,KY,Comfort Suites,2007 Colby Taylor Dr,40475
1443,Richmond,VA,"Country Inn Suites By Carlson, Richmond I-95 South",2401 Willis Rd,23237
1444,Richmond,VA,Econo Lodge,8350 Brook Rd,23227
1445,Richmond,IN,Hampton Inn Suites Richmond,455 Commerce Rd,47374
1446,Richmond,VA,Quality Inn North,801 E Parham Rd,23227
1447,Richmond,VA,Quality Inn Suites,3200 W Broad St,23230
1448,Richmond,VA,Red Roof Inn - Richmond South,4350 Commerce Rd,23234-2240
1449,Ridgecrest,CA,Travel Inn,131 W Upjohn Ave,93555
1450,Ripton,VT,Robert Frost Mountain Cabins,2430 N Branch Rd,5766
1451,Riverside,MO,Argosy Casino Hotel Spa,777 NW Argosy Pkwy,64150
1452,Roanoke,VA,Best Western Plus Inn at Valley View,5050 Valley View Blvd NW,24012
1453,Roanoke,VA,Hampton Inn Roanoke/Hollins - I-81,7922 Plantation Rd,24019
1454,Rochester,NY,Best Western The Inn At Rochester Airport,395 Buell Rd,14624
1455,Rochester,MN,Comfort Inn Suites West - Medical Center,2005 Commerce Dr NW,55901
1456,Rochester,NY,Towpath Motel,2323 Monroe Ave,14618
1457,Rockaway Beach,OR,Silver Sands Oceanfront Motel,215 S Pacific St,97136-9596
1458,Rockford,IL,Alpine Inn,4404 E State St,61108
1459,Rockford,IL,Red Roof Inn Rockford,7434 E State St,61108
1460,Rockford,IL,Staybridge Suites Rockford,633 N Bell School Rd,61107
1461,Rockland,ME,250 Main Hotel,250 Main St,4841
1462,Rocky Mount,NC,"Country Inn & Suites By Carlson, Rocky Mount, NC",672 English Rd,27804
1463,Rohnert Park,CA,Motel 6,6145 Commerce Blvd,94928
1464,Rolla,MO,Quality Inn,1507 Martin Springs Dr,65401
1465,Ronks,PA,Candlelight Inn Bed & Breakfast,2574 Lincoln Hwy E,17572-9771
1466,Rosemead,CA,Flamingo Inn Rosemead,8621 Garvey Ave,91770
1467,Rufus,OR,Tyee Motel,304 E 1st St,97050
1468,Ruidoso,NM,Best Western Plus Ruidoso Inn,97 Camelot Dr,88345
1469,Rush City,MN,Grant House Hotel Eatery,80 W 4th St,55069
1470,Russell,KS,The Lodge At Russell,901 S Fossil St,67665
1471,Russellville,AR,Budget Inn,1206 E Main St,72801
1472,Russellville,AR,Quality Inn,3019 E Parkway Dr,72802
1473,Ruston,LA,Quality Inn,1951 N Service Rd E,71270
1474,Saco,ME,Blue Haven Motor Court,1015 Portland Rd,4072
1475,Saco,ME,Hampton Inn-saco/biddeford,48 Industrial Park Rd,4072
1476,Sacramento,CA,Hyatt Regency Sacramento,1209 L St,95814
1477,Sacramento,CA,Residence Inn Sacramento Airport Natomas,2410 W El Camino Ave,95833
1478,Safford,AZ,Best Western Desert Inn,1391 W Thatcher Blvd,85546
1479,Saginaw,MI,Fairfield Inn Saginaw,5200 Fashion Square Blvd,48604
1480,St. Cloud,MN,Quality Inn,4040 2nd St S,56301
1481,St. Cloud,MN,Super 8 St Cloud,50 Park Ave S,56301
1482,Saint Ignace,MI,The Cedars Motel,2040 I-75 Business Loop,49781
1483,St. Louis,MO,Days Inn St. Louis - Lindbergh Boulevard,3660 S Lindbergh Blvd,63127
1484,St. Louis,MO,Drury Inn Suites St. Louis Convention Center,711 N Broadway,63102
1485,St. Louis,MO,Drury Plaza Hotel St. Louis at the Arch,2 S 4th St,63102
1486,St. Louis,MO,Hampton Inn & Suites St Louis at Forest Park,5650 Oakland Ave,63110
1487,St. Louis,MO,Hampton Inn & Suites St. Louis/South I-55,4200 Mid America Ln,63129-1202
1488,St. Louis,MO,Home2 Suites by Hilton St. Louis/ Forest Park,920 S Taylor Ave,63110
1489,St. Louis,MO,Pear Tree Inn St. Louis Near Union Station,2211 Market St,63103
1490,St. Louis,MO,Residence Inn St. Louis Galleria,8011 Galleria Pkwy,63117
1491,St. Louis,MO,Seven Gables Inn,26 N Meramec Ave,63105
1492,Saint Marys,PA,Best Western Plus Executive Inn,1002 Earth Rd,15857
1493,Salem,OR,Crossland Economy Studios Salem - North,3535 Fisher Rd NE,97305
1494,Salem,VA,La Quinta Inn Roanoke Salem,140 Sheraton Dr,24153-3003
1495,Salem,NH,Red Roof Inn Salem,15 Red Roof Ln,3079
1496,Salem,IN,Salem Motel,1209 W Mulberry St,47167
1497,Salina,KS,America's Best Value Inn,2403 S 9th St,67401
1498,Salina,KS,Best Western Plus Midwest Inn Suites,745 W Schilling Rd,67401
1499,Salina,KS,Log Cabin Motel,440 N Broadway Blvd,67401
1500,Salina,UT,Rodeway Inn,1400 S State St,84654
1501,Salisbury,NC,Comfort Suites,1040 E Innes St,28144
1502,San Antonio,TX,Comfort Suites Alamo/River walk,505 Live Oak,78202
1503,San Antonio,TX,Courtyard San Antonio SeaWorld®/Lackland,6738 NW Loop 410,78238
1504,San Antonio,TX,Drury Inn Suites San Antonio North Stone Oak,801 N Loop 1604 E,78232
1505,San Antonio,TX,Drury Inn Suites San Antonio Riverwalk,201 N Saint Marys St,78205
1506,San Antonio,TX,Hampton Inn Suites San Antonio-Downtown/Market Square,411 S Flores St,78204
1507,San Antonio,TX,Hyatt Place San Antonio-Northwest/Medical Center,4303 Hyatt Place Dr,78230
1508,San Antonio,TX,La Quinta Inn Suites San Antonio Northwest,11155 W Loop 1604 N,78254
1509,San Diego,CA,Best Western Seven Seas,411 Hotel Cir S,92108-3402
1510,San Diego,CA,Courtyard San Diego Sorrento Valley,9650 Scranton Rd,92121
1511,San Diego,CA,DoubleTree by Hilton Golf Resort San Diego,14455 Penasquitos Dr,92129
1512,San Diego,CA,Fairmont Grand Del Mar,5300 Grand del Mar Ct,92130
1513,San Diego,CA,Hampton San Diego-Kearny Mesa,5434 Kearny Mesa Rd,92111
1514,San Diego,CA,Holiday Inn Express San Diego Sea World - Beach Area,4540 Mission Bay Dr,92109-4919
1515,San Diego,CA,Residence Inn San Diego Central,5400 Kearny Mesa Rd,92111-1303
1516,San Diego,CA,Rodeway Inn San Diego Near Qualcomm Stadium,5399 Adobe Falls Rd,92120-4403
1517,San Diego,CA,SpringHill Suites San Diego Rancho Bernardo/Scripps Poway,12032 Scripps Highlands Dr,92131-5155
1518,San Diego,CA,"The Dana On Mission Bay, BW Premier Collection",1710 W Mission Bay Dr,92109
1519,San Diego,CA,The Westin San Diego Gaslamp Quarter,910 Broadway Cir,92101
1520,San Francisco,CA,Halcyon Hotel,649 Jones St,94102
1521,San Francisco,CA,Hotel Zelos,12 4th St,94103
1522,San Francisco,CA,Hotel Zetta San Francisco,55 5th Street,94103
1523,San Francisco,CA,InterContinental San Francisco,888 Howard St,94103
1524,San Francisco,CA,King George Hotel,334 Mason St,94102
1525,San Francisco,CA,San Francisco Marriott Marquis,780 Mission St,94103
1526,San Francisco,CA,"The Cartwright Hotel - Union Square, BW Premier Collection",524 Sutter St,94102-1102
1527,San Francisco,CA,Wyndham Canterbury at San Francisco,750 Sutter St,94109-6417
1528,San Jose,CA,Four Points by Sheraton San Jose - Silicon Valley,399 Silicon Valley Blvd,95138
1529,San Jose,CA,The Westin San Jose,302 S Market St,95113
1530,San Jose,CA,Wyndham Garden San Jose Silicon Valley,399 Silicon Valley Blvd,95138-1858
1531,San Luis Obispo,CA,El Toro Motel,625 Toro St,93401
1532,San Luis Obispo,CA,Inn At San Luis Obispo,1895 Monterey St,93401
1533,San Luis Obispo,CA,La Cuesta Inn,2074 Monterey St,93401
1534,San Luis Obispo,CA,Sunbeam Motel,1656 Monterey St,93401
1535,San Marcos,TX,Wingate by Wyndham San Marcos,108 N Interstate 35,78666
1536,San Patricio,NM,Hurd La Rinconada Gallery Guest Homes,105 La Rinconada Lane Highway 70 MM 281,88348
1537,San Ramon,CA,San Ramon Marriott,2600 Bishop Dr,94583
1538,Sandston,VA,Hilton Garden Inn Richmond Airport,441 International Center Dr,23150
1539,Sanibel,FL,Sanibel Inn,937 E Gulf Dr,33957
1540,Santa Barbara,CA,Best Western Plus Encina Inn & Suites,2220 Bath St,93105
1541,Santa Barbara,CA,Blue Sands Motel,421 S Milpas St,93103
1542,Santa Barbara,CA,"Brisas del Mar, Inn at the Beach",223 Castillo St,93101
1543,Santa Barbara,CA,The Parkside Inn,424 Por La Mar,93103
1544,Santa Fe,NM,Courtyard Santa Fe,3347 Cerrillos Rd,87507-7207
1545,Santa Fe,NM,Motel 6 Santa Fe - Cerrillos Road South,3695 Cerrillos Rd,87507
1546,Santa Fe,NM,The Pecos Trail Inn,2239 Old Pecos Trl,87505
1547,Santa Monica,CA,Cameo Bar at Viceroy Santa Monica,1819 Ocean Ave,90401
1548,Santa Monica,CA,Sea Shore Motel,2637 Main St,90405
1549,Santa Monica,CA,Shore Hotel,1515 Ocean Ave,90401
1550,Santa Rosa,CA,BEST WESTERN Garden Inn,1500 Santa Rosa Ave,95404
1551,Santee,SC,Comfort Inn Suites,221 Britain St,29142
1552,Santee,SC,Quality Inn Suites,8929 Old Number Six Hwy,29142
1553,Sarasota,FL,Aloft Sarasota,1401 Ringling Blvd,34236
1554,Sarasota,FL,Holiday Inn Sarasota-Airport,8009 15th St E,34243
1555,Sausalito,CA,Hotel Sausalito,16 El Portal,94965
1556,Sausalito,CA,The Gables Inn Sausalito,62 Princess St,94965
1557,Savanna,IL,Savanna Inn & Suites,101 Valley View Dr,61074
1558,Savannah,GA,Best Western Central Inn,45 Eisenhower Dr,31406
1559,Savannah,GA,Comfort Inn Suites Savannah Airport,15 Jay R Turner Dr,31408
1560,Savannah,GA,Comfort Suites Historic District,630 W Bay St,31401
1561,Savannah,TN,Days Inn Savannah,1695 Pickwick St,38372
1562,Savannah,GA,Holiday Inn Savannah Historic District,520 W Bryan St,31401
1563,Schellsburg,PA,Shawnee Motel,3913 Pitt St,15559
1564,Schiller Park,IL,Four Points By Sheraton Chicago O'hare Airport,10249 Irving Park Rd,60176
1565,Scottsdale,AZ,Courtyard by Marriott Scottsdale Salt River,5201 N Pima Rd,85250
1566,Scottsdale,AZ,Motel 6 Scottsdale,6848 E Camelback Rd,85251
1567,Scranton,PA,Microtel Inn & Suites By Wyndham Dickson City/scranton,232 Main St,18519
1568,Searcy,AR,Heritage Inn,907 E Market Ave,72149
1569,Seattle,WA,Bed and Breakfast Inn Seattle,1808 E Denny Way,98122-2812
1570,Seattle,WA,Courtyard Seattle Downtown/Lake Union,925 Westlake Ave N,98109-3524
1571,Seattle,WA,Hyatt House Seattle/Downtown,201 5th Ave N,98109-5093
1572,Seattle,WA,Inn at El Gaucho,2505 1st Ave,98121-1302
1573,Seattle,WA,Maxwell Hotel,300 Roy St,98109
1574,Seattle,WA,Residence Inn Seattle Downtown/Lake Union,800 Fairview Ave N,98109-4412
1575,Seattle,WA,Silver Cloud Inn - Seattle Lake Union,1150 Fairview Ave N,98109-4433
1576,Seattle,WA,The Roosevelt Hotel,1531 7th Ave,98101
1577,Seattle,WA,Warwick Seattle Hotel,401 Lenora St,98121
1578,Secaucus,NJ,Holiday Inn Secaucus Meadowlands,300 Plaza Dr,7094
1579,Secaucus,NJ,Meadowlands Plaza Hotel,40 Wood Ave,7094
1580,Sedona,AZ,Best Western Plus Arroyo Roble Hotel & Creekside Villas,400 N State Route 89A,86336
1581,Sedona,AZ,Days Inn Kokopelli Sedona,6465 State Route 179,86351
1582,Sedona,AZ,Wildflower Inn,6086 State Route 179,86351
1583,Sequim,WA,Quality Inn Suites At Olympic National Park,134 River Rd,98382
1584,Sevierville,TN,Days Inn Apple Valley Sevierville,1841 Parkway,37862
1585,Sevierville,TN,Sleep Inn,1020 Parkway,37862
1586,Seward,NE,Cobblestone Hotel Suites,2575 Progressive Rd,68434
1587,Shamrock,TX,Shamrock Country Inn,711 E 12th St,79079
1588,Shawnee,OK,Quality Inn,4900 N Harrison St,74804
1589,Sheboygan,WI,Blue Harbor Resort,725 Blue Harbor Dr,53081
1590,Shelbyville,MI,Bay Pointe Inn Restaurant,11456 Marsh Rd,49344
1591,Shell,WY,The Hideout Lodge Guest Ranch,3170 Road 40 12,82441
1592,Sidney,MT,Park Plaza Motel,601 S Central Ave,59270
1593,Sierra Vista,AZ,Quality Inn,1631 S Highway 92,85635
1594,Sikeston,MO,Best Western Plus Sikeston,120 S Interstate Dr,63801
1595,Sikeston,MO,Drury Inn Suites Sikeston,2608 E Malone Ave,63801
1596,Washington DC,WA,DoubleTree by Hilton Hotel Washington DC - Silver Spring,8727 Colesville Rd,20910
1597,Silverdale,WA,Oxford Suites Silverdale,9550 Silverdale Way NW,98383
1598,Silverton,CO,Grand Imperial Hotel,1219 Greene St,81433
1599,Simpsonville,SC,Hampton Inn Greenville/simpsonville,3934 Grandview Dr,29680
1600,Sioux City,IA,Hampton Inn Suites Sioux City/South,5555 Sergeant Rd,51106
1601,Sioux City,IA,New Victorian Inn Suites Sioux City,3101 Singing Hills Blvd,51106
1602,Sioux City,IA,Quality Inn Suites,4230 S Lakeport St,51106
1603,Sioux Falls,SD,Best Western Empire Towers,4100 W Shirley Pl,57106
1604,Sioux Falls,SD,Comfort Inn Suites,3721 W Avera Dr,57108
1605,Sioux Falls,SD,Comfort Suites,3208 S Carolyn Ave,57106
1606,Sioux Falls,SD,Courtyard by Marriott Sioux Falls,4300 West Empire Place,57106
1607,Sioux Falls,SD,Holiday Inn Express & Suites Sioux Falls At Empire Mall,2501 S Shirley Ave,57106
1608,Sioux Falls,SD,Holiday Inn Express & Suites Sioux Falls Southwest,3821 W Avera Dr,57108
1609,Sister Bay,WI,Bluffside Motel,10641 Bluffside Rd,54234
1610,Sister Bay,WI,Nordic Lodge,2721 Nordic Dr,54234
1611,Slate Run,PA,Hotel Manor,392 Slate Run Rd,17769
1612,Smyrna,GA,Country Inn&Suites By Carlson,2175 Church Rd Se,30080
1613,Solvang,CA,Solvang Inn Cottages,1518 Mission Dr,93463
1614,Somers Point,NJ,Budget Inn,715 New Rd,8244
1615,Somerset,KY,Americas Best Value Inn,125 N Highway 27,42503
1616,Somerset,NJ,Candlewood Suites Somerset,41 Worlds Fair Dr,8873
1617,South Bend,IN,Americas Best Value Inn,425 N Dixie Way,46637-3313
1618,South Haven,MI,Comfort Suites,1755 Phoenix St,49090
1619,South Haven,MI,Hotel Nichols,201 Center St,49090
1620,South Lake Tahoe,CA,Basecamp Hotel,4143 Cedar Ave,96150
1621,South Lake Tahoe,CA,Inn by the Lake,3300 Lake Tahoe Blvd,96150
1622,South Lake Tahoe,CA,Lodge At Lake Tahoe,3840 Pioneer Trl,96150
1623,Southaven,MS,Comfort Suites,7075 Moore Dr,38671
1624,Southaven,MS,Hampton Inn Memphis/Southaven,390 Goodman Rd W,38671
1625,Southfield,MI,Red Roof Inn Detroit - Southfield,27660 Northwestern Hwy,48034
1626,Spartanburg,SC,Clevedale Historic Inn And Gardens,1050 Willis Rd,29301
1627,Spartanburg,SC,Crossland Economy Studios Spartanburg - Asheville Hwy.,130 Mobile Dr,29303
1628,Spearfish,SD,Best Western Black Hills Lodge,540 E Jackson Blvd,57783
1629,Speculator,NY,Lake Pleasant Lodge,2839 State Route 30,12164
1630,Spokane,WA,Fairfield Inn & Suites Spokane Downtown,311 N Riverpoint Blvd,99202
1631,Springdale,AR,Hampton Inn Suites Springdale,1700 S 48th St,72762
1632,Springfield,OH,Baymont Inn & Suites Springfield,319 E Leffel Ln,45505
1633,Springfield,MO,Best Western Plus Springfield Airport Inn,4445 W Chestnut Expy,65802
1634,Springfield,MO,Best Western Route 66 Rail Haven,203 S Glenstone Ave,65802
1635,Springfield,VA,Best Western Springfield,6721 Commerce St,22150
1636,Springfield,VA,Comfort Inn,6560 Loisdale Ct,22150
1637,Springfield,VA,"Extended Stay America Washington, D.C. - Springfield",6800 Metropolitan Center Dr,22150
1638,Springfield,MA,Hampton Inn & Suites Springfield/Downtown,851 E Columbus Ave,1105
1639,Springfield,OH,Hampton Inn Springfield,101 W Leffel Ln,45505
1640,Springfield,MO,Hampton Inn Springfield South,3232 S. Glenstone,65804
1641,Washington DC,WA,Holiday Inn Express Washington Dc Sw - Springfield,6401 Brandon Ave,22150
1642,Springfield,IL,Residence Inn Springfield South,2915 Stanford Ave,62703
1643,Springfield,CO,Stage Stop Hotel,1033 Main St,81073
1644,Springfield,MO,hampton inn Springfield southeast,3370 E Montclair St,65804
1645,Suffolk,VA,Comfort Suites Suffolk - Chesapeake,5409 Plummer Blvd,23435
1646,Suffolk,VA,Hilton Garden Inn Chesapeake/Suffolk,5921 Harbour View Blvd,23435
1647,Suffolk,VA,TownePlace Suites by Marriott Suffolk Chesapeake,8050 Harbour View Blvd,23435
1648,Sugar Land,TX,Hyatt Place Houston/Sugar Land,16730 Creek Bend Dr,77478
1649,Suitland,MD,Hampton Inn Suites Camp Springs/Andrews AFB,5000 Mercedes Blvd,20746
1650,Sulphur,LA,Best Western Plus Executive Hotel Suites,1200 Pintail St,70665
1651,Sulphur,LA,Hampton Inn Sulphur/Lake Charles Area,210 Henning Dr,70663
1652,Summersville,WV,Econo Lodge,1203 Broad St,26651
1653,Summersville,WV,Sleep Inn,701 Professional Park Dr,26651
1654,Summerville,SC,Sleep inn,115 Holiday Dr,29483
1655,Sunnyvale,CA,Courtyard Sunnyvale Mountain View,660 W El Camino Real,94087
1656,Sunnyvale,CA,Vagabond Inn Sunnyvale,816 W Ahwanee Ave,94085
1657,Superior,WI,The Bay Motel,306 E 3rd St,54880-6807
1658,Sutter Creek,CA,Hotel Sutter,53 Main St,95685
1659,Sylva,NC,Comfort Inn,1235 E Main St,28779
1660,Sylva,NC,Economy Inn,940 W Main St,28779
1661,Tacoma,WA,Holiday Inn Express & Suites Tacoma Downtown,2102 S C St,98402
1662,Tallahassee,FL,Governor's Inn,209 S Adams St,32301
1663,Tallahassee,FL,Hilton Garden Inn Tallahassee Central,1330 Blairstone Rd,32301
1664,Tallahassee,FL,Home2 Suites by Hilton Tallahassee State Capitol,210 S Magnolia Dr,32301
1665,Tallahassee,FL,Quality Inn Suites,6737 Mahan Dr,32308
1666,Tallahassee,FL,Red Roof Inn Tallahassee,2930 Hospitality St,32303
1667,Tampa,FL,Baymont Inn & Suites Tampa near Busch Gardens / USF,3001 University Center Dr,33612
1668,Tampa,FL,Chase Suite Hotel Tampa,3075 N Rocky Point Dr E,33607
1669,Tampa,FL,Comfort Suites Tampa / Brandon,9932 E Adamo Dr,33619
1670,Tampa,FL,Grand Hyatt Tampa Bay,2900 Bayport Dr,33607
1671,Tampa,FL,Hilton Garden Inn Tampa East/brandon,10309 Highland Manor Dr,33610
1672,Tampa,FL,Holiday Inn Hotel & Suites Tampa North-busch Gardens Area,11310 N 30th St,33612
1673,Tampa,FL,Jayhawk Motel,3415 N Nebraska Ave,33603
1674,Tarpon Springs,FL,Quality Inn & Suites,38724 US Highway 19 N,34689
1675,Tarzana,CA,St George Motor Inn,19454 Ventura Blvd,91356
1676,Tavares,FL,Best Western Plus Lake County Inn & Suites,1380 E Burleigh Blvd,32778
1677,Temecula,CA,Best Western Country Inn,27706 Jefferson Ave,92590
1678,Temecula,CA,The INN at Europa Village,33350 LA Serena Way,92591
1679,Terre Haute,IN,Quality Inn,555 S 3rd St,47807
1680,Texarkana,AR,Americas Best Value Inn Texarkana,4200 N State Line Ave,71854
1681,Texarkana,AR,Comfort Suites-Texarkana,5420 Crossroads Pkwy,71854
1682,Texarkana,AR,Hampton Inn Texarkana Arkansas,5302 Crossroads Pkwy,71854
1683,Texarkana,TX,Motel 6 Texarkana TX,1924 Saint Michael Dr,75503
1684,Thomaston,GA,Econo Lodge,1207 Highway 19 N,30286
1685,Thomson,GA,Econo Lodge,130 N Seymour Dr,30824
1686,Thorp,WI,Heritage Court Motel,100 S Washington St,54771
1687,Tidioute,PA,Landmark Hotel,99 Main St,16351
1688,Tilton,NH,Econo Lodge Inn Suites,650 Laconia Rd,3276
1689,Tilton,NH,Rodeway Inn,788 Laconia Rd,3276
1690,Titusville,PA,Caboose Motel,407 S Perry St,16354
1691,Titusville,FL,Three Oaks Motel,707 S Hopkins Ave,32780
1692,Tokeland,WA,Tokeland Hotel,100 Hotel Rd,98590
1693,Tolleson,AZ,Best Western Tolleson Hotel,8421 W Mcdowell Rd,85353
1694,Tomah,WI,Best Western Tomah Hotel,1017 E McCoy Blvd,54660
1695,Tomah,WI,Hampton Inn Tomah,219 Buan Ave,54660
1696,Topping,VA,Pilot House Inn,2737 Greys Point Rd,23169
1697,Tracy,CA,Best Western Luxury Inn,811 Clover Rd,95376
1698,Tracy,CA,Fairfield Inn Tracy,2410 Naglee Rd,95304
1699,Traverse City,MI,Comfort Inn Traverse City,460 Munson Ave,49686
1700,Trinidad,CO,Days Inn & Suites Trinidad,900 W Adams St,81082-3616
1701,Troy,OH,Comfort Suites,1800 Towne Park Dr,45373
1702,Troy,OH,Quality Inn Troy,1375 W State Route 55,45373
1703,Truro,MA,Hostelling International Truro,111 N. Pamet Rd,2666
1704,Tualatin,OR,Century Hotel,8185 Sw Tualatin Sherwood Rd,97062
1705,Tucson,AZ,Flamingo Suites,401 W Lavery Ln,85704
1706,Tullahoma,TN,Baymont Inn Suites - Tullahoma,2113 N Jackson St,37388
1707,Tulsa,OK,Comfort Inn Midtown,4530 E Skelly Dr,74135
1708,Tulsa,OK,Desert Hills Motel,5220 E 11th St,74112
1709,Tulsa,OK,Economy Inn,5609 W Skelly Dr,74107
1710,Tulsa,OK,Hampton Inn & Suites Tulsa South-bixby,8220 E Regal Pl,74133
1711,Tulsa,OK,Holiday Inn Express Tulsa-Woodland Hills,9010 E 71st St,74133
1712,Tulsa,OK,Renaissance Tulsa Hotel & Convention Center,6808 South 107th East Avenue,74133
1713,Tulsa,OK,Sleep Inn & Suites Central/I-44,8021 E 33rd St,74145
1714,Tupelo,MS,Best Western Plus Tupelo Inn & Suites,3158 N Gloster St,38804
1715,Tupelo,MS,Holiday Inn Express & Suites Tupelo,1612 McClure Cv,38804
1716,Tupper Lake,NY,Tupper Lake Motel,255 Park St,12986
1717,Twentynine Palms,CA,Best Western Gardens Hotel At Joshua Tree National Park,71487 Twentynine Palms Hwy,92277
1718,Twin Mountain,NH,Carroll Motel Cottages,73 Route 3 S,3595
